frame_idx,time_s,shift_px,position_mm
1610,4.025,1.3876,0.006373
1611,4.0275,1.0443,0.004797
1612,4.03,1.0072,0.004626
1613,4.0325,0.5669,0.002604
1614,4.035,0.1324,0.000608
1615,4.0375,-0.3532,-0.001622
1616,4.04,-0.1453,-0.000667
1617,4.0425,-0.703,-0.003229
1618,4.045,-0.6944,-0.00319
1619,4.0475,-1.6608,-0.007628
1620,4.05,-1.6633,-0.007639
1621,4.0525,-1.9962,-0.009169
1622,4.055,-1.5712,-0.007216
1623,4.0575,-1.314,-0.006035
1624,4.06,-1.2836,-0.005896
1625,4.0625,-1.1349,-0.005212
1626,4.065,-0.9062,-0.004162
1627,4.0675,-1.0181,-0.004676
1628,4.07,-1.0792,-0.004957
1629,4.0725,-1.157,-0.005314
1630,4.075,-1.3275,-0.006097
1631,4.0775,-1.4448,-0.006636
1632,4.08,-1.6166,-0.007425
1633,4.0825,-1.5893,-0.0073
1634,4.085,-1.4478,-0.00665
1635,4.0875,-1.3364,-0.006138
1636,4.09,-1.4876,-0.006833
1637,4.0925,-1.2123,-0.005568
1638,4.095,-1.9866,-0.009124
1639,4.0975,-1.6169,-0.007426
1640,4.1,-1.6286,-0.00748
1641,4.1025,-1.4575,-0.006694
1642,4.105,-1.4774,-0.006786
1643,4.1075,-1.7045,-0.007829
1644,4.11,-1.8189,-0.008354
1645,4.1125,-1.3932,-0.006399
1646,4.115,-1.8421,-0.008461
1647,4.1175,-2.131,-0.009788
1648,4.12,-2.115,-0.009714
1649,4.1225,-1.7386,-0.007986
1650,4.125,-1.7669,-0.008115
1651,4.1275,-1.883,-0.008648
1652,4.13,-2.2473,-0.010322
1653,4.1325,-2.3862,-0.01096
1654,4.135,-2.2019,-0.010113
1655,4.1375,-2.2707,-0.010429
1656,4.14,-2.3449,-0.01077
1657,4.1425,-1.8863,-0.008664
1658,4.145,-1.3703,-0.006294
1659,4.1475,-1.214,-0.005576
1660,4.15,-1.1739,-0.005392
1661,4.1525,-1.1034,-0.005068
1662,4.155,-1.4011,-0.006435
1663,4.1575,-1.44,-0.006614
1664,4.16,-1.6507,-0.007582
1665,4.1625,-1.1052,-0.005076
1666,4.165,-0.8695,-0.003994
1667,4.1675,-0.7926,-0.003641
1668,4.17,-0.7111,-0.003266
1669,4.1725,-0.4089,-0.001878
1670,4.175,-0.1251,-0.000575
1671,4.1775,0.1889,0.000868
1672,4.18,-0.1117,-0.000513
1673,4.1825,0.1101,0.000506
1674,4.185,0.5999,0.002755
1675,4.1875,0.6253,0.002872
1676,4.19,0.9994,0.00459
1677,4.1925,0.9238,0.004243
1678,4.195,0.9756,0.004481
1679,4.1975,1.2261,0.005632
1680,4.2,1.6953,0.007787
1681,4.2025,2.0086,0.009226
1682,4.205,1.957,0.008988
1683,4.2075,2.0762,0.009536
1684,4.21,1.6492,0.007575
1685,4.2125,1.0958,0.005033
1686,4.215,0.8916,0.004095
1687,4.2175,0.9909,0.004551
1688,4.22,1.5231,0.006995
1689,4.2225,1.7289,0.007941
1690,4.225,2.3063,0.010593
1691,4.2275,2.3545,0.010814
1692,4.23,2.1682,0.009959
1693,4.2325,2.091,0.009604
1694,4.235,2.1772,0.01
1695,4.2375,2.1527,0.009887
1696,4.24,1.8035,0.008283
1697,4.2425,2.0515,0.009422
1698,4.245,1.7601,0.008084
1699,4.2475,1.8609,0.008547
1700,4.25,1.907,0.008759
1701,4.2525,2.1025,0.009657
1702,4.255,1.6683,0.007663
1703,4.2575,1.3822,0.006349
1704,4.26,1.7054,0.007833
1705,4.2625,1.6758,0.007697
1706,4.265,1.8174,0.008347
1707,4.2675,1.7433,0.008007
1708,4.27,2.0002,0.009187
1709,4.2725,2.1021,0.009655
1710,4.275,2.1679,0.009957
1711,4.2775,1.9282,0.008856
1712,4.28,1.5278,0.007017
1713,4.2825,1.5363,0.007056
1714,4.285,1.6017,0.007357
1715,4.2875,1.9373,0.008898
1716,4.29,2.0289,0.009319
1717,4.2925,2.3588,0.010834
1718,4.295,2.509,0.011524
1719,4.2975,2.6107,0.011991
1720,4.3,1.9732,0.009063
1721,4.3025,1.9342,0.008884
1722,4.305,1.445,0.006637
1723,4.3075,1.4617,0.006714
1724,4.31,1.3924,0.006395
1725,4.3125,1.3117,0.006025
1726,4.315,1.4386,0.006607
1727,4.3175,1.3371,0.006141
1728,4.32,1.2979,0.005961
1729,4.3225,0.6514,0.002992
1730,4.325,0.6105,0.002804
1731,4.3275,0.8854,0.004067
1732,4.33,1.2874,0.005913
1733,4.3325,1.3863,0.006367
1734,4.335,1.2711,0.005838
1735,4.3375,1.3755,0.006318
1736,4.34,1.6512,0.007584
1737,4.3425,1.5996,0.007347
1738,4.345,1.4072,0.006463
1739,4.3475,1.0639,0.004887
1740,4.35,1.1352,0.005214
1741,4.3525,1.035,0.004754
1742,4.355,1.0824,0.004971
1743,4.3575,0.6825,0.003135
1744,4.36,0.2317,0.001064
1745,4.3625,0.3942,0.001811
1746,4.365,0.3281,0.001507
1747,4.3675,-0.0922,-0.000423
1748,4.37,-0.5419,-0.002489
1749,4.3725,-0.6277,-0.002883
1750,4.375,-0.1316,-0.000604
1751,4.3775,-0.2922,-0.001342
1752,4.38,-0.4412,-0.002027
1753,4.3825,-0.5329,-0.002448
1754,4.385,-0.3162,-0.001452
1755,4.3875,-0.409,-0.001879
1756,4.39,-0.181,-0.000831
1757,4.3925,-0.161,-0.000739
1758,4.395,-0.1877,-0.000862
1759,4.3975,-0.0352,-0.000162
1760,4.4,0.3609,0.001658
1761,4.4025,-0.4627,-0.002125
1762,4.405,-0.3993,-0.001834
1763,4.4075,-0.796,-0.003656
1764,4.41,-1.0056,-0.004619
1765,4.4125,-0.5474,-0.002514
1766,4.415,-0.2913,-0.001338
1767,4.4175,-0.494,-0.002269
1768,4.42,-0.272,-0.001249
1769,4.4225,0.1049,0.000482
1770,4.425,0.2713,0.001246
1771,4.4275,0.4232,0.001944
1772,4.43,0.4614,0.002119
1773,4.4325,0.4151,0.001906
1774,4.435,0.6509,0.002989
1775,4.4375,0.5614,0.002579
1776,4.44,0.2219,0.001019
1777,4.4425,-0.0615,-0.000283
1778,4.445,-0.0458,-0.00021
1779,4.4475,0.3576,0.001643
1780,4.45,0.3635,0.00167
1781,4.4525,0.0761,0.000349
1782,4.455,-0.3008,-0.001381
1783,4.4575,-0.1051,-0.000483
1784,4.46,-0.5224,-0.002399
1785,4.4625,-0.8894,-0.004085
1786,4.465,-0.5701,-0.002619
1787,4.4675,-0.5881,-0.002701
1788,4.47,-0.4477,-0.002056
1789,4.4725,-0.1544,-0.000709
1790,4.475,0.1562,0.000717
1791,4.4775,0.0474,0.000218
1792,4.48,-0.3205,-0.001472
1793,4.4825,-0.6406,-0.002942
1794,4.485,-0.8077,-0.00371
1795,4.4875,-0.4337,-0.001992
1796,4.49,-0.2336,-0.001073
1797,4.4925,-0.2395,-0.0011
1798,4.495,-0.1574,-0.000723
1799,4.4975,-0.2818,-0.001294
1800,4.5,-0.1646,-0.000756
1801,4.5025,-0.0994,-0.000456
1802,4.505,0.0491,0.000225
1803,4.5075,-0.1671,-0.000768
1804,4.51,-0.0619,-0.000284
1805,4.5125,0.1386,0.000637
1806,4.515,0.2152,0.000989
1807,4.5175,0.1558,0.000715
1808,4.52,0.2172,0.000998
1809,4.5225,0.1765,0.000811
1810,4.525,0.2668,0.001225
1811,4.5275,0.3925,0.001803
1812,4.53,0.2907,0.001335
1813,4.5325,0.6195,0.002845
1814,4.535,0.2251,0.001034
1815,4.5375,0.6064,0.002785
1816,4.54,0.4127,0.001895
1817,4.5425,0.2069,0.00095
1818,4.545,0.0746,0.000343
1819,4.5475,0.3262,0.001498
1820,4.55,0.0889,0.000408
1821,4.5525,-0.0271,-0.000124
1822,4.555,-0.1048,-0.000481
1823,4.5575,-0.1498,-0.000688
1824,4.56,-0.8031,-0.003688
1825,4.5625,-0.7896,-0.003626
1826,4.565,-0.3138,-0.001441
1827,4.5675,-0.6139,-0.002819
1828,4.57,-0.3777,-0.001735
1829,4.5725,-0.2501,-0.001149
1830,4.575,-0.0499,-0.000229
1831,4.5775,-0.4767,-0.002189
1832,4.58,-0.4595,-0.00211
1833,4.5825,-0.4822,-0.002215
1834,4.585,-0.9454,-0.004342
1835,4.5875,-0.9051,-0.004157
1836,4.59,-0.8098,-0.00372
1837,4.5925,-0.4948,-0.002273
1838,4.595,-0.3608,-0.001657
1839,4.5975,-0.1624,-0.000746
1840,4.6,-0.4549,-0.002089
1841,4.6025,-0.3149,-0.001446
1842,4.605,-0.1072,-0.000492
1843,4.6075,-0.1388,-0.000637
1844,4.61,-0.4201,-0.00193
1845,4.6125,-0.5153,-0.002367
1846,4.615,-0.4827,-0.002217
1847,4.6175,-0.5047,-0.002318
1848,4.62,-0.822,-0.003775
1849,4.6225,-0.7567,-0.003475
1850,4.625,-0.77,-0.003537
1851,4.6275,-0.7421,-0.003408
1852,4.63,-0.7168,-0.003292
1853,4.6325,-0.5332,-0.002449
1854,4.635,-0.4904,-0.002252
1855,4.6375,-0.3685,-0.001693
1856,4.64,0.126,0.000579
1857,4.6425,0.1856,0.000852
1858,4.645,0.2544,0.001168
1859,4.6475,-0.0223,-0.000102
1860,4.65,-0.3828,-0.001758
1861,4.6525,0.2793,0.001283
1862,4.655,0.2762,0.001269
1863,4.6575,0.1795,0.000824
1864,4.66,0.05,0.00023
1865,4.6625,-0.0655,-0.000301
1866,4.665,-0.1068,-0.00049
1867,4.6675,-0.915,-0.004203
1868,4.67,-0.9786,-0.004495
1869,4.6725,-0.744,-0.003417
1870,4.675,-0.9678,-0.004445
1871,4.6775,-0.9128,-0.004192
1872,4.68,-1.1828,-0.005432
1873,4.6825,-1.2044,-0.005532
1874,4.685,-1.2843,-0.005899
1875,4.6875,-1.452,-0.006669
1876,4.69,-1.5489,-0.007114
1877,4.6925,-1.565,-0.007188
1878,4.695,-1.553,-0.007133
1879,4.6975,-1.7552,-0.008062
1880,4.7,-1.7424,-0.008003
1881,4.7025,-1.8521,-0.008507
1882,4.705,-1.5753,-0.007235
1883,4.7075,-1.3844,-0.006358
1884,4.71,-1.192,-0.005475
1885,4.7125,-0.9231,-0.00424
1886,4.715,-1.1807,-0.005423
1887,4.7175,-1.522,-0.00699
1888,4.72,-1.2276,-0.005638
1889,4.7225,-1.1441,-0.005255
1890,4.725,-1.3822,-0.006349
1891,4.7275,-1.383,-0.006352
1892,4.73,-1.3778,-0.006328
1893,4.7325,-1.3196,-0.006061
1894,4.735,-1.504,-0.006908
1895,4.7375,-1.6621,-0.007634
1896,4.74,-1.3997,-0.006429
1897,4.7425,-1.6292,-0.007483
1898,4.745,-1.6289,-0.007482
1899,4.7475,-1.8329,-0.008419
1900,4.75,-1.9411,-0.008916
1901,4.7525,-1.9555,-0.008981
1902,4.755,-1.9807,-0.009097
1903,4.7575,-1.7237,-0.007917
1904,4.76,-1.933,-0.008878
1905,4.7625,-2.2512,-0.01034
1906,4.765,-2.0225,-0.009289
1907,4.7675,-1.9503,-0.008958
1908,4.77,-2.0552,-0.00944
1909,4.7725,-1.848,-0.008488
1910,4.775,-2.7589,-0.012672
1911,4.7775,-2.3498,-0.010792
1912,4.78,-2.7134,-0.012463
1913,4.7825,-2.4307,-0.011164
1914,4.785,-2.5506,-0.011715
1915,4.7875,-2.1189,-0.009732
1916,4.79,-2.0606,-0.009464
1917,4.7925,-1.9676,-0.009037
1918,4.795,-2.3894,-0.010975
1919,4.7975,-2.4676,-0.011334
1920,4.8,-2.138,-0.00982
1921,4.8025,-2.0113,-0.009238
1922,4.805,-2.2614,-0.010387
1923,4.8075,-2.1226,-0.009749
1924,4.81,-2.1676,-0.009956
1925,4.8125,-2.1788,-0.010007
1926,4.815,-2.0791,-0.009549
1927,4.8175,-2.2193,-0.010193
1928,4.82,-2.1297,-0.009782
1929,4.8225,-1.9812,-0.009099
1930,4.825,-2.016,-0.009259
1931,4.8275,-2.4988,-0.011477
1932,4.83,-2.5888,-0.01189
1933,4.8325,-2.5637,-0.011775
1934,4.835,-2.2475,-0.010323
1935,4.8375,-2.396,-0.011005
1936,4.84,-2.6483,-0.012164
1937,4.8425,-3.0331,-0.013931
1938,4.845,-2.9624,-0.013606
1939,4.8475,-2.7823,-0.012779
1940,4.85,-3.0953,-0.014217
1941,4.8525,-2.9074,-0.013354
1942,4.855,-2.8125,-0.012918
1943,4.8575,-2.8857,-0.013254
1944,4.86,-2.868,-0.013173
1945,4.8625,-3.0054,-0.013804
1946,4.865,-2.7889,-0.01281
1947,4.8675,-2.2211,-0.010201
1948,4.87,-2.0622,-0.009472
1949,4.8725,-1.8793,-0.008632
1950,4.875,-2.1503,-0.009876
1951,4.8775,-2.1738,-0.009984
1952,4.88,-1.6056,-0.007374
1953,4.8825,-1.3926,-0.006396
1954,4.885,-1.4584,-0.006698
1955,4.8875,-1.2543,-0.005761
1956,4.89,-1.2082,-0.005549
1957,4.8925,-1.0692,-0.004911
1958,4.895,-1.16,-0.005328
1959,4.8975,-1.4219,-0.006531
1960,4.9,-1.5536,-0.007136
1961,4.9025,-1.8923,-0.008691
1962,4.905,-1.8098,-0.008312
1963,4.9075,-2.062,-0.009471
1964,4.91,-1.6653,-0.007649
1965,4.9125,-1.2915,-0.005932
1966,4.915,-1.0721,-0.004924
1967,4.9175,-1.0198,-0.004684
1968,4.92,-0.6098,-0.002801
1969,4.9225,-0.3519,-0.001616
1970,4.925,-0.1425,-0.000655
1971,4.9275,-0.1012,-0.000465
1972,4.93,-0.2353,-0.001081
1973,4.9325,-0.3331,-0.00153
1974,4.935,-0.6614,-0.003038
1975,4.9375,-0.8103,-0.003721
1976,4.94,-0.6696,-0.003075
1977,4.9425,-0.7166,-0.003291
1978,4.945,-0.7832,-0.003597
1979,4.9475,-0.1443,-0.000663
1980,4.95,-0.0259,-0.000119
1981,4.9525,0.159,0.00073
1982,4.955,-0.0895,-0.000411
1983,4.9575,-0.8074,-0.003709
1984,4.96,-0.7322,-0.003363
1985,4.9625,-0.8119,-0.003729
1986,4.965,-0.77,-0.003537
1987,4.9675,-0.7048,-0.003237
1988,4.97,-0.4472,-0.002054
1989,4.9725,-0.0278,-0.000128
1990,4.975,0.3848,0.001768
1991,4.9775,-0.0411,-0.000189
1992,4.98,-0.121,-0.000556
1993,4.9825,-0.1778,-0.000817
1994,4.985,0.2699,0.001239
1995,4.9875,0.6036,0.002772
1996,4.99,0.4906,0.002253
1997,4.9925,0.4311,0.00198
1998,4.995,0.7126,0.003273
1999,4.9975,1.1245,0.005165
